Unnamed: 0,sha,message,comment_count,date,total_deletions,total_additions,total,comments,additions,deletions,changes,status,filenames,name,fullname,private,fork,size,watchers_count,language,has_issues,has_downloads,has_wiki,forks_count,open_issues_count,forks,open_issues,watchers,network_count,type,admin,push,pull,label,owner,total_files
10,1270970bd42584899a363529ad931116eb1a4e0a,Typo with latex code,0,2012-10-10T07:55:00Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'cookbook.tex'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
11,27f497b1d2af3be70851eb9ee49321412019d862,Use modifyList for overriding arguments from sql-connection,0,2013-01-22T14:16:02Z,2,2,4,[],[2],[2],[4],[u'modified'],[u'R/sql.reader.R'],ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,1
12,f6fef525ab736908025e430be9f7115b72b76436,Documentation for shared connection settings,0,2013-01-21T17:34:45Z,0,6,6,[],[6],[0],[6],[u'modified'],[u'man/sql.reader.Rd'],ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,1
13,e9c4795109cc83155632454f63f21fc4a0ae5a09,Merge branch 'master' of git@github.com:TTimo/doom3.gpl.git,0,2011-12-29T21:12:27Z,2,2,4,[],[2],[2],[4],[u'modified'],[u'neo/TypeInfo/main.cpp'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
14,d422788143f3dab35153480e76c437dd5f139484,"Looked into getting the source compiled with MSVC 2010 express and it doesn't look like that's possible.Some version of the MFC headers can be obtained from the platform SDK, but the 32 bit MFC libraries are not included, so even if you get it compiling it won't link.References:http://msdn.microsoft.com/en-us/library/ms235516.aspxhttp://social.msdn.microsoft.com/Forums/en-US/windowssdk/thread/0df55a14-71a9-45ae-9d10-a37a4d17f908http://www.microsoft.com/download/en/details.aspx?id=6510",0,2011-12-29T21:11:10Z,1,3,4,[],[3],[1],[4],[u'modified'],[u'README.txt'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
15,257e121a392cdaf8dee0f5fa884b612576fd3fbd,"Merge pull request #27 from speps/masterFix for ""Could not load default.cfg"" during build",0,2011-12-29T20:54:15Z,2,2,4,[],[2],[2],[4],[u'modified'],[u'neo/TypeInfo/main.cpp'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
16,c29be264eb813456c77f62eb575d4ade7d0b3e04,Typo in balls and urns,0,2012-10-10T07:51:50Z,2,2,4,[],[2],[2],[4],[u'modified'],[u'cookbook.tex'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
17,7334e4030e2f98e1dc191a06e8260745ddc47f22,Trailing whitespace nit.,0,2012-09-17T04:21:29Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'CHANGES'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
18,5b89fa61924a9e92b748ab3d4e27fa4587529e3d,Update CHANGES.,0,2012-09-17T04:17:34Z,0,10,10,[],[10],[0],[10],[u'modified'],[u'CHANGES'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
19,7963d9ee14324a71f119746e4e7fff0fde639e6b,Allow putting shared sql connection configuration in one file,0,2013-01-21T17:30:42Z,0,9,9,[],[9],[0],[9],[u'modified'],[u'R/sql.reader.R'],ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,1
20,df0216d9ebdf50c23db26a87efff6de94a110941,"Merge pull request #7 from cortex/masterFix ""Argument port must be an integer value"" when using port number for mysql driver",0,2013-01-18T16:12:01Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'R/sql.reader.R'],ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,1
21,f73e20da392a14d5cf749c471a4396395971d2c7,not sure how that didn't come up already,0,2011-12-29T20:29:49Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'neo/idlib/Lexer.cpp'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
22,279d6c6f8df8baa9da872e0a6f1cd579c2e1dfc7,Merge pull request #31 from xoddark/Werror_conversion-nullFix conversion-null warning,0,2011-12-29T17:43:34Z,8,8,16,[],"[1, 1, 1, 2, 2, 1]","[1, 1, 1, 2, 2, 1]","[2, 2, 2, 4, 4, 2]","[u'modified', u'modified', u'modified', u'modified', u'modified', u'modified']","[u'neo/d3xp/Actor.cpp', u'neo/d3xp/Grabber.cpp', u'neo/d3xp/Item.cpp', u'neo/d3xp/Trigger.cpp', u'neo/d3xp/ai/AI_events.cpp', u'neo/idlib/Dict.cpp']",doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,6
23,dbde856ec8b44d31f3b0b53f7c22c1f1515bfc4e,Remove unnecessary finite variance restriction in LLN.,0,2012-09-17T04:16:47Z,2,1,3,[],[1],[2],[3],[u'modified'],[u'translations/probstat-english.dict'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
24,ebf7ba498eaff954ff0823aa4eab0412f2835faf,Fix SLLN abbreviation.,0,2012-09-17T03:59:32Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'translations/probstat-english.dict'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
25,9404bdd78d13f17a2b09a8df742ab4747f8e45cb,Convert port number to integer,0,2013-01-18T16:08:23Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'R/sql.reader.R'],ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,1
26,b9d562b02a509102c0fc5cfe176219a3a822be9a,Build w/ tentative CSV2 support,0,2012-09-16T19:34:13Z,0,1,1,[],"[1, 0]","[0, 0]","[1, 0]","[u'modified', u'modified']","[u'DESCRIPTION', u'ProjectTemplate_0.4-3.tar.gz']",ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,2
27,d5f751654da8729ca0f30287fad102a597858d77,Merge pull request #32 from xoddark/Werror_parenthesesFix parentheses warning,0,2011-12-29T17:42:30Z,5,5,10,[],"[1, 1, 3]","[1, 1, 3]","[2, 2, 6]","[u'modified', u'modified', u'modified']","[u'neo/d3xp/PlayerView.cpp', u'neo/d3xp/ai/AI_events.cpp', u'neo/idlib/BitMsg.cpp']",doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,3
28,015f1a8f3e97025af7b33d6939e2647488bad2a2,Add parentesis aroud '&' to avoid script warningGcc warn suggest parentheses arout arithmetic in operand of '|'.Signed-off-by: XoD <xoddark@gmail.com>,0,2011-12-28T18:14:24Z,3,3,6,[],[3],[3],[6],[u'modified'],[u'neo/idlib/BitMsg.cpp'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
29,2ae49a5980f9004e07b46df026d09a8a5da4f3a9,Demote invalid equivalence to implication.,0,2012-09-17T03:50:04Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'cookbook.tex'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
30,1a2750915bb0a9bfea8d62af08d96c32400359e0,Fix wrong label of F distribution plot.,0,2012-09-17T03:40:02Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'figs/distributions.R'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
31,6cd455012972b12df12866e89b4d58d35150282b,Tentative CSV2 support,0,2012-09-16T19:32:22Z,0,36,36,[],"[32, 4]","[0, 0]","[32, 4]","[u'added', u'modified']","[u'R/csv2.reader.R', u'R/extensions.dispatch.table.R']",ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,2
32,15f9767de790ee22763d6d8d97ea722885b98276,New optional recursive loading defaults to 'off',0,2012-08-12T05:05:33Z,2,2,4,[],"[0, 2]","[0, 2]","[0, 4]","[u'modified', u'modified']","[u'ProjectTemplate_0.4-3.tar.gz', u'R/load.project.R']",ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,2
33,a725daf17e598400e95a1558b4081d24ec8cec5b,"Fix a test in idAI::Event_CanBecomeSolidIt's probably a small bug, idBarrel	and idExplodingBarrel can by testedevent if spawnClearMoveables is false.Signed-off-by: XoD <xoddark@gmail.com>",0,2011-12-28T18:14:24Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'neo/d3xp/ai/AI_events.cpp'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
34,6101cec5be5f5ef6b97807708848d1f25646b08d,"Fix a test in FX_DoubleVision.It's probably a small bug, powerupEndTime[ INVULNERABILITY ] can betested in multiplayer game.Signed-off-by: XoD <xoddark@gmail.com>",0,2011-12-28T18:14:23Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'neo/d3xp/PlayerView.cpp'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
35,deed92ff78582eb833958524d8383df6afeaeb92,Remove trailing whitespace.,0,2012-08-13T16:53:16Z,267,267,534,[],[267],[267],[534],[u'modified'],[u'cookbook.tex'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
36,13a6e4922c8ab30e60bd91ae2ffb4982d7840d05,Fix variance of Student's t distribution.Reported by Haomin Liao and Vincent Yang.,0,2012-08-13T16:41:35Z,5,17,22,[],"[5, 12]","[0, 5]","[5, 17]","[u'modified', u'modified']","[u'CHANGES', u'cookbook.tex']",stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,2
37,a2fd5f0cadccf778ffda1fab94a96e2cf7055e0c,Increased version number to reflect new functionality,0,2012-08-12T04:56:38Z,2,7,9,[],"[5, 2, 0, 0]","[0, 2, 0, 0]","[5, 4, 0, 0]","[u'modified', u'modified', u'removed', u'added']","[u'ChangeLog', u'DESCRIPTION', u'ProjectTemplate_0.4-2.tar.gz', u'ProjectTemplate_0.4-3.tar.gz']",ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,4
38,d651c7584674d29895dec28f0e93d32b72d3e983,Added optional recursive data directory loading,0,2012-08-12T04:53:09Z,1,19,20,[],"[0, 1, 16, 1, 1]","[0, 0, 1, 0, 0]","[0, 1, 17, 1, 1]","[u'modified', u'modified', u'modified', u'modified', u'modified']","[u'ProjectTemplate_0.4-2.tar.gz', u'R/clean.variable.name.R', u'R/load.project.R', u'inst/defaults/full/config/global.dcf', u'inst/defaults/minimal/config/global.dcf']",ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,5
39,a95464d419ab736e07cad2283e16535ada2621fa,"Fix return FindKeyIndexreplace 'return NULL' to 'return 0', FindKeyIndex should return a int.Signed-off-by: XoD <xoddark@gmail.com>",0,2011-12-28T17:56:42Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'neo/idlib/Dict.cpp'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
40,0b48f6f24a9e8e630c6978dff13842958c689339,"Fix A PostEventMsg call with a parameter NULL.idEventArg don't have constructor with a pointer, a int shouldavoid warning.Signed-off-by: XoD <xoddark@gmail.com>",0,2011-12-28T17:56:42Z,2,2,4,[],[2],[2],[4],[u'modified'],[u'neo/d3xp/ai/AI_events.cpp'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
41,b8aaa603112cbb002289cd5324840b48c292a722,"Fix A PostEventMsg call with a parameter NULL.idEventArg don't have constructor with a pointer, a int shouldavoid warning.Signed-off-by: XoD <xoddark@gmail.com>",0,2011-12-28T17:56:42Z,2,2,4,[],[2],[2],[4],[u'modified'],[u'neo/d3xp/Trigger.cpp'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
42,ec0da6900c92e487781763dd1ca75a72e47dca7f,Some fixes for building stuff with clang@override-unit-failuresSummary: Not that much.Test Plan:Compiled hphp with clang.Reviewed By: oyamauchi@fb.comFB internal diff: D954663,0,2013-09-08T01:51:20Z,3,12,15,[],"[2, 0, 10]","[2, 1, 0]","[4, 1, 10]","[u'modified', u'modified', u'modified']","[u'folly/Conv.h', u'folly/FBVector.h', u'folly/Traits.h']",folly,facebook/folly,False,False,292,2861,C++,True,True,True,525,5,525,5,2861,525,Organization,False,False,True,bug,facebook,3
43,91199bbe0faa08c417dc9fae5911e80b34870e92,"folly: disable address sanitizer warnings on fbstringSummary:The fbstring constructor does word-aligned copies which may creeppast the end of the C string, which address sanitizer doesn't like.This also adds a address-sanitizer-disabling-attribute to bothPortability.h (for general use) and a (gross) copy in FBString.hsince it gets put into libstdc++.Test Plan: ran address sanitizer on folly testsReviewed By: andrei.alexandrescu@fb.comFB internal diff: D950586",0,2013-09-08T01:51:05Z,1,44,45,[],"[25, 19]","[1, 0]","[26, 19]","[u'modified', u'modified']","[u'folly/FBString.h', u'folly/Portability.h']",folly,facebook/folly,False,False,292,2861,C++,True,True,True,525,5,525,5,2861,525,Organization,False,False,True,bug,facebook,2
44,cf6d46145328d6173a43cdfbd6d8042b962745fb,Update CHANGES.,0,2012-07-03T18:29:26Z,5,25,30,[],[25],[5],[30],[u'modified'],[u'CHANGES'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
45,a3dbe3eab9f9bc546fbfa903444333ae5fb26ea6,Add build instructions.,0,2012-06-26T15:51:39Z,0,10,10,[],[10],[0],[10],[u'modified'],[u'README.md'],stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,1
46,7349a4eb58676836558e0446ad55ec393d5ef79d,Revised docs,0,2012-07-23T12:44:43Z,4,9,13,[],"[3, 3, 3]","[1, 2, 1]","[4, 5, 4]","[u'modified', u'modified', u'modified']","[u'website/TODO.html', u'website/getting_started.html', u'website/getting_started.markdown']",ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,3
47,e4cd655efb931528031c686396c29c34288f1fa9,Revised build with ROracle support,0,2012-06-14T04:22:38Z,0,0,0,[],[0],[0],[0],[u'added'],[u'ProjectTemplate_0.4-2.tar.gz'],ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,1
48,3946e7bdd41c63131a8a3958718daba27219ffb9,"Fix A PostEventMsg call with a parameter NULL.idEventArg don't have constructor with a pointer, a int shouldavoid warning.Signed-off-by: XoD <xoddark@gmail.com>",0,2011-12-28T17:56:42Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'neo/d3xp/Item.cpp'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
49,7bf37746644ed8a3f92a184e3b6350290a239545,"Fix A PostEventMsg call with a parameter NULL.idEventArg don't have constructor with a pointer, a int should avoidwarning.Signed-off-by: XoD <xoddark@gmail.com>",0,2011-12-28T17:56:42Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'neo/d3xp/Grabber.cpp'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
50,9bfa4150776b1373827cd1104de852ec91350376,"abort instead of throwing an exception on bad format stringsSummary:Errors that happen during format are almost always programmererror in the form of a bad format string. Abort instead of throwing inthese cases.Test Plan: automated tests, added a couple new testsReviewed By: tudorb@fb.comFB internal diff: D947470",0,2013-09-08T01:51:00Z,99,89,188,[],"[44, 17, 18, 10]","[53, 17, 15, 14]","[97, 34, 33, 24]","[u'modified', u'modified', u'modified', u'modified']","[u'folly/Format-inl.h', u'folly/Format.cpp', u'folly/FormatArg.h', u'folly/test/FormatTest.cpp']",folly,facebook/folly,False,False,292,2861,C++,True,True,True,525,5,525,5,2861,525,Organization,False,False,True,bug,facebook,4
51,38220af4dc50f723282e7b7bf592ad595468e0b9,x86intrinsic seems to be problematic for clangSummary: fbinject (clang code parser) throws some errors whenincluding the x86intrinsic header.Test Plan:D929356 compiles after this diff.  It adds a dep on RWSpinLock.Reviewed By: beng@fb.comFB internal diff: D950285,0,2013-09-08T01:50:51Z,2,3,5,[],[3],[2],[5],[u'modified'],[u'folly/RWSpinLock.h'],folly,facebook/folly,False,False,292,2861,C++,True,True,True,525,5,525,5,2861,525,Organization,False,False,True,bug,facebook,1
52,6ce9c717c30c9640f0a5408ffca10facbb49fa9c,Fix NULL affeted to a not pointer variableReplaced by a 0.Signed-off-by: XoD <xoddark@gmail.com>,0,2011-12-28T17:56:42Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'neo/d3xp/Actor.cpp'],doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,1
53,232432d352fe277896f2ca4a0b8b2f6d772c888c,Merge pull request #30 from xoddark/Werror_pointer-arithFix pointer-arith warning,0,2011-12-26T14:15:39Z,5,5,10,[],"[1, 4]","[1, 4]","[2, 8]","[u'modified', u'modified']","[u'neo/d3xp/Actor.cpp', u'neo/d3xp/Player.cpp']",doom3.gpl,TTimo/doom3.gpl,False,False,236,3129,C++,False,True,False,803,3,803,3,3129,803,User,False,False,True,,,2
54,e16c010990428ff88734ed3d5bf758b062f244f3,"Fix insignificant CRTP bugSummary:@override-unit-failuresFlaky unit tests passed on the second try, but the git hook stillcomplainsTest Plan: iobuf_cursor_testReviewed By: philipp@fb.comFB internal diff: D948768",0,2013-09-08T01:50:19Z,1,1,2,[],[1],[1],[2],[u'modified'],[u'folly/io/Cursor.h'],folly,facebook/folly,False,False,292,2861,C++,True,True,True,525,5,525,5,2861,525,Organization,False,False,True,bug,facebook,1
55,879dfa05e550443698a3e9af7e0a86e6e1359ec0,fix folly build on OSX with gcc 4.8Summary:- gcc 4.8 + boost 1.53 do not like the Oxford comma in templateargumentsTest Plan: compiled on OSX with gcc 4.8 and boost 1.53Reviewed By: andrei.alexandrescu@fb.comFB internal diff: D949373,0,2013-08-29T16:54:26Z,2,2,4,[],[2],[2],[4],[u'modified'],[u'folly/Synchronized.h'],folly,facebook/folly,False,False,292,2861,C++,True,True,True,525,5,525,5,2861,525,Organization,False,False,True,bug,facebook,1
56,bae9c76c2a7f76355d2d31d8fb98718314bb6a82,"folly::io::QueueAppender speedupSummary:Make QueueAppender (as used in the thrift2 protocol writer) much faster.Benchmarks in a separate diff (for thrift2).A few things:- remove IOBuf range checks in optimized mode- simplify QueueAppender: maxGrowth wasn't used, removed it- simplify QueueAppender: don't duplicate the work in IOBufQueue, letIOBufQueue keep track of memory- speed up IOBuf::isSharedOne(): fast-path case where the buffer was nevershared (so don't read the reference count in that case)- fast-path in QueueAppender if size is known at compile time@override-unit-failurescompilation errors outside of folly fixed in subsequent diffTest Plan: folly/io/test, both dbg and optReviewed By: davejwatson@fb.comFB internal diff: D946907",0,2013-08-29T16:54:26Z,122,107,229,[],"[29, 4, 25, 12, 36, 1]","[54, 1, 11, 50, 3, 3]","[83, 5, 36, 62, 39, 4]","[u'modified', u'modified', u'modified', u'modified', u'modified', u'modified']","[u'folly/io/Cursor.h', u'folly/io/IOBuf.cpp', u'folly/io/IOBuf.h', u'folly/io/IOBufQueue.cpp', u'folly/io/IOBufQueue.h', u'folly/io/test/IOBufCursorTest.cpp']",folly,facebook/folly,False,False,292,2861,C++,True,True,True,525,5,525,5,2861,525,Organization,False,False,True,bug,facebook,6
57,3086657e5ffbf5c6a775c3343f847403bf3ff13a,Update build for Ubuntu 12.10. 12.04 seems to no longer compileSummary: Dave Watson put this in github a few months ago.Test Plan: NoneReviewed By: delong.j@fb.comFB internal diff: D912681,0,2013-08-28T21:30:13Z,5,2,7,[],[2],[5],[7],[u'modified'],[u'README'],folly,facebook/folly,False,False,292,2861,C++,True,True,True,525,5,525,5,2861,525,Organization,False,False,True,bug,facebook,1
58,b3eea23c1327b9d608c3f1a670e7c736d5712041,Let Make generate distribution plots.,0,2012-06-26T15:34:03Z,29382,34,29416,[],"[2, 7, 24, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 849, 741, 4237, 1, 1741, 2889, 1352, 391, 2314, 2209, 4336, 1791, 523, 4269, 214, 203, 1321]","[2, 8, 24, 849, 741, 4237, 2, 1741, 2889, 1352, 391, 2314, 2209, 4336, 1791, 523, 4269, 214, 203, 1321]","[u'modified', u'modified', u'added', u'removed', u'removed', u'removed', u'renamed', u'removed', u'removed', u'removed', u'removed', u'removed', u'removed', u'removed', u'removed', u'removed', u'removed', u'removed', u'removed', u'removed']","[u'.gitignore', u'Makefile', u'figs/Makefile', u'figs/beta.pdf', u'figs/binomial.pdf', u'figs/chisquare.pdf', u'figs/distributions.R', u'figs/exponential.pdf', u'figs/f.pdf', u'figs/gamma.pdf', u'figs/geometric.pdf', u'figs/invgamma.pdf', u'figs/lognormal.pdf', u'figs/normal.pdf', u'figs/pareto.pdf', u'figs/poisson.pdf', u'figs/student.pdf', u'figs/uniform-continuous.pdf', u'figs/uniform-discrete.pdf', u'figs/weibull.pdf']",stat-cookbook,mavam/stat-cookbook,False,False,188,298,R,True,True,True,41,0,41,0,298,41,User,False,False,True,bug,mavam,20
59,483f8e5c93f41486ea0f0ea33e15c9131fe8469a,Merge pull request #6 from matteoredaelli/masterOracle support using ROracle library,0,2012-06-14T04:18:09Z,2,26,28,[],"[0, 26]","[0, 2]","[0, 28]","[u'removed', u'modified']","[u'ProjectTemplate_0.4-2.tar.gz', u'R/sql.reader.R']",ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,2
60,32c316e4f36fd8e60e1af8f18bd94f24275cae02,removed unnecessary binary file,0,2012-06-13T15:53:11Z,0,0,0,[],[0],[0],[0],[u'removed'],[u'ProjectTemplate_0.4-2.tar.gz'],ProjectTemplate,johnmyleswhite/ProjectTemplate,False,False,240,194,R,True,True,True,27,2,27,2,194,27,User,False,False,True,,,1
